,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
2162,466372,Female,Yes,57,Yes,Artist,0.0,Average,5.0
2163,466373,Male,Yes,63,Yes,Executive,1.0,High,1.0
2164,466376,Female,Yes,52,No,Homemaker,4.0,High,3.0
2165,466377,Male,Yes,61,Yes,,8.0,Average,2.0
2166,466380,Male,Yes,35,Yes,Entertainment,7.0,Low,2.0
2167,466381,Male,Yes,52,Yes,Artist,4.0,Average,2.0
2168,466382,Female,Yes,45,Yes,Engineer,2.0,High,2.0
2169,466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0
2170,466389,Female,Yes,45,Yes,Engineer,1.0,Average,2.0
2171,466391,Female,Yes,55,Yes,Engineer,0.0,Average,
2172,466392,Female,Yes,49,Yes,Engineer,4.0,Average,
2173,466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0
2174,466395,Female,Yes,39,Yes,Doctor,3.0,High,2.0
2175,466397,Male,No,18,No,Healthcare,0.0,Low,3.0
2176,466400,Male,Yes,43,No,Artist,1.0,Average,3.0
2177,466401,Male,Yes,50,No,Executive,1.0,Average,4.0
2178,466402,Male,Yes,37,Yes,Artist,1.0,Average,4.0
2179,466404,Female,No,37,Yes,Engineer,1.0,Low,1.0
2180,466406,Male,Yes,63,Yes,Entertainment,0.0,Low,3.0
2181,466408,Male,Yes,83,Yes,Lawyer,1.0,Low,2.0
2182,466411,Male,Yes,55,Yes,Artist,1.0,Average,3.0
2183,466414,Male,Yes,71,Yes,Artist,1.0,Low,3.0
2184,466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0
2185,466419,Female,Yes,49,Yes,Entertainment,2.0,Average,5.0
2186,466422,Male,Yes,27,No,Doctor,0.0,Low,4.0
2187,466427,Female,Yes,25,No,Marketing,1.0,Low,4.0
2188,466429,Male,Yes,42,No,Healthcare,0.0,Low,2.0
2189,466443,Female,Yes,66,Yes,Artist,4.0,Low,2.0
2190,466450,Female,No,32,Yes,Healthcare,1.0,Low,1.0
2191,466455,Female,Yes,32,Yes,Doctor,4.0,Low,2.0
2192,466456,Female,Yes,37,No,Doctor,8.0,Low,1.0
2193,466457,Female,Yes,62,,Lawyer,9.0,Low,5.0
2194,466463,Female,No,33,Yes,Healthcare,3.0,Low,4.0
2195,466464,Female,Yes,45,Yes,Homemaker,2.0,Average,2.0
2196,466466,Female,,18,No,Healthcare,5.0,Low,5.0
2197,466467,Female,Yes,37,Yes,Artist,0.0,Average,3.0
2198,466468,Male,No,30,Yes,Doctor,4.0,Low,4.0
2199,466474,Male,No,31,Yes,Entertainment,5.0,Low,3.0
2200,466478,Female,Yes,48,Yes,Artist,0.0,Average,4.0
2201,466483,Male,No,31,Yes,Healthcare,,Low,1.0
2202,466486,Female,Yes,36,Yes,Doctor,8.0,Low,2.0
2203,466488,Male,Yes,61,Yes,Entertainment,0.0,Average,6.0
2204,466490,Female,Yes,83,No,Lawyer,0.0,High,2.0
2205,466493,Male,Yes,77,No,Lawyer,1.0,High,2.0
2206,466500,Female,Yes,46,Yes,Artist,3.0,High,3.0
2207,466501,Male,Yes,48,Yes,Engineer,0.0,Average,3.0
2208,466502,Male,No,19,No,Healthcare,0.0,Low,5.0
2209,466516,Male,No,21,No,Healthcare,1.0,Low,3.0
2210,466517,Female,No,40,No,Engineer,,Low,1.0
2211,466526,Male,No,27,No,Healthcare,0.0,Low,5.0
2212,466527,Female,Yes,49,No,Marketing,0.0,Low,1.0
2213,466530,Male,No,19,No,Healthcare,1.0,Low,4.0
2214,466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0
2215,466535,Male,No,29,Yes,Artist,8.0,Low,1.0
2216,466536,Male,No,23,No,Healthcare,3.0,Low,4.0
2217,466538,Male,Yes,84,Yes,Lawyer,1.0,High,2.0
2218,466541,Male,No,38,Yes,Entertainment,0.0,Low,4.0
2219,466543,Male,No,26,Yes,Doctor,11.0,Low,2.0
2220,466545,Female,No,19,No,Healthcare,1.0,Low,4.0
2221,466550,Female,,22,No,Healthcare,1.0,Low,4.0
2222,466552,Male,Yes,20,No,Entertainment,0.0,Low,2.0
2223,466553,Male,Yes,36,Yes,Healthcare,0.0,Low,3.0
2224,466556,Male,No,18,No,Healthcare,1.0,Low,3.0
2225,466562,Female,No,20,No,Healthcare,7.0,Low,4.0
2226,466564,Female,No,18,No,Marketing,1.0,Low,4.0
2227,466565,Male,Yes,32,No,Artist,7.0,Average,2.0
2228,466576,Female,No,18,No,Healthcare,0.0,Low,4.0
2229,466586,Male,No,18,No,Healthcare,0.0,Low,2.0
2230,466588,Female,No,21,No,Healthcare,8.0,Low,4.0
2231,466596,Female,Yes,75,Yes,Artist,1.0,High,2.0
2232,466603,Male,Yes,37,Yes,Engineer,0.0,Average,2.0
2233,466606,Female,Yes,35,Yes,Engineer,1.0,Low,3.0
2234,466613,Male,No,20,No,Healthcare,9.0,Low,3.0
2235,466623,Male,Yes,58,,Entertainment,2.0,Average,4.0
2236,466628,Male,No,33,No,Healthcare,8.0,Low,4.0
2237,466631,Male,Yes,58,Yes,Artist,0.0,Low,3.0
2238,466634,Male,No,20,No,Healthcare,1.0,Low,5.0
2239,466635,Male,Yes,50,Yes,Artist,4.0,Average,2.0
2240,466644,Female,No,51,Yes,Homemaker,0.0,Low,
2241,466650,Female,No,27,No,Healthcare,8.0,Low,3.0
2242,466652,Female,Yes,58,Yes,Doctor,1.0,Average,2.0
2243,466655,Male,Yes,62,No,Executive,1.0,Low,2.0
2244,466656,Male,Yes,79,Yes,Marketing,0.0,High,2.0
2245,466658,Female,No,19,No,Healthcare,1.0,Low,4.0
2246,466662,Female,No,33,No,Engineer,0.0,Low,
2247,466665,Male,Yes,36,Yes,Artist,1.0,Average,2.0
2248,466666,Female,Yes,29,Yes,Healthcare,1.0,Low,2.0
2249,466671,Female,,28,No,Healthcare,3.0,Low,3.0
2250,466686,Female,No,22,No,Healthcare,0.0,Low,4.0
2251,466687,Male,No,21,No,Healthcare,1.0,Low,3.0
2252,466688,Male,No,22,No,Healthcare,0.0,Low,3.0
2253,466689,Male,No,28,Yes,Artist,9.0,Low,3.0
2254,466696,Female,Yes,48,Yes,Artist,3.0,Average,4.0
2255,466704,Male,Yes,48,Yes,Doctor,3.0,Average,2.0
2256,466705,Male,Yes,66,No,Lawyer,0.0,Low,3.0
2257,466707,Female,Yes,47,Yes,Homemaker,1.0,Low,4.0
2258,466713,Female,Yes,68,Yes,Artist,1.0,High,4.0
2259,466718,Male,Yes,73,,Executive,0.0,High,2.0
2260,466720,Female,Yes,59,No,Lawyer,0.0,Low,1.0
2261,466721,Male,Yes,38,Yes,Doctor,7.0,Average,2.0
2262,466725,Female,Yes,76,No,Lawyer,1.0,High,2.0
2263,466731,Female,Yes,40,Yes,Engineer,3.0,Low,2.0
2264,466732,Female,Yes,49,Yes,Engineer,0.0,High,2.0
2265,466733,Female,No,33,No,Homemaker,0.0,Low,
2266,466735,Male,No,18,No,Healthcare,1.0,Low,
2267,466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0
2268,466749,Male,No,22,,Healthcare,1.0,Low,5.0
2269,466750,Female,No,18,,Healthcare,0.0,Low,3.0
2270,466751,Female,No,20,,Healthcare,1.0,Low,4.0
2271,466752,Male,Yes,36,Yes,Healthcare,1.0,Low,1.0
2272,466753,Female,Yes,67,Yes,Artist,0.0,Average,2.0
2273,466754,Female,Yes,37,Yes,Artist,1.0,Average,3.0
2274,466759,Female,No,26,No,Healthcare,2.0,Low,
2275,466760,Male,Yes,51,Yes,Doctor,1.0,Average,4.0
2276,466765,Female,Yes,67,Yes,Lawyer,1.0,Low,2.0
2277,466769,Female,No,29,Yes,Entertainment,1.0,Low,4.0
2278,466775,Female,Yes,76,Yes,Lawyer,0.0,Low,2.0
2279,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0
2280,466777,Female,Yes,51,Yes,Homemaker,9.0,Average,2.0
2281,466778,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0
2282,466788,Male,No,30,No,Doctor,3.0,Low,2.0
2283,466790,Male,Yes,47,Yes,Doctor,0.0,Average,2.0
2284,466791,Male,Yes,81,No,Lawyer,0.0,Low,1.0
2285,466792,Female,Yes,85,No,Lawyer,0.0,Low,1.0
2286,466795,Male,,60,Yes,Entertainment,,Average,5.0
2287,466799,Female,No,21,No,Healthcare,2.0,Low,3.0
2288,466802,Female,,40,Yes,Engineer,0.0,Low,1.0
2289,466804,Female,,35,Yes,Homemaker,4.0,Low,1.0
2290,466807,Female,,35,Yes,Healthcare,0.0,Low,1.0
2291,466808,Female,No,41,No,Engineer,1.0,Low,1.0
2292,466810,Male,No,18,No,Healthcare,0.0,Low,3.0
2293,466811,Male,No,22,No,Healthcare,0.0,Low,
2294,466813,Male,Yes,61,Yes,Artist,0.0,Low,
2295,466814,Male,No,23,No,Healthcare,0.0,Low,3.0
2296,466815,Male,No,31,No,Healthcare,1.0,Low,5.0
2297,466816,Male,Yes,82,Yes,Lawyer,0.0,High,2.0
2298,466818,Male,Yes,84,No,Executive,1.0,High,2.0
2299,466826,Male,Yes,41,Yes,Entertainment,1.0,Low,2.0
2300,466832,Female,Yes,66,Yes,Artist,0.0,Average,2.0
2301,466833,Male,Yes,57,Yes,Artist,5.0,Low,2.0
2302,466846,Male,No,20,No,Healthcare,3.0,Low,4.0
2303,466863,Female,No,32,No,Homemaker,14.0,Low,1.0
2304,466867,Female,No,29,No,Homemaker,11.0,Low,1.0
2305,466871,Male,Yes,36,Yes,Executive,,High,4.0
2306,466874,Male,Yes,38,Yes,Entertainment,1.0,Average,3.0
2307,466884,Female,Yes,43,No,Doctor,1.0,Low,1.0
2308,466886,Female,No,42,No,Marketing,1.0,Low,1.0
2309,466891,Female,Yes,48,No,Homemaker,8.0,Low,1.0
2310,466905,Male,Yes,62,Yes,Artist,0.0,Low,1.0
2311,466906,Male,No,63,Yes,Artist,0.0,Low,2.0
2312,466908,Male,Yes,60,Yes,Entertainment,1.0,Low,2.0
2313,466909,Male,Yes,63,Yes,Artist,1.0,Low,2.0
2314,466910,Male,Yes,62,Yes,Entertainment,9.0,Low,1.0
2315,466917,Male,Yes,40,No,Executive,4.0,Low,
2316,466918,Male,Yes,63,Yes,Artist,0.0,Average,1.0
2317,466920,Male,No,19,No,Healthcare,6.0,Low,4.0
2318,466923,Female,No,21,No,Homemaker,8.0,Low,1.0
2319,466926,Male,No,21,No,Healthcare,1.0,Low,
2320,466927,Male,No,22,No,Engineer,6.0,Low,5.0
2321,466936,Male,Yes,60,No,Lawyer,1.0,High,3.0
2322,466938,Male,Yes,59,Yes,Artist,8.0,Low,1.0
2323,466939,Male,Yes,73,No,Lawyer,1.0,High,2.0
2324,466951,Female,Yes,52,Yes,Artist,0.0,High,3.0
2325,466954,Female,Yes,66,No,Doctor,9.0,Average,2.0
2326,466955,Male,Yes,61,No,Entertainment,1.0,Low,4.0
2327,466956,Female,Yes,61,Yes,Artist,1.0,Low,1.0
2328,466961,Female,Yes,61,Yes,Artist,2.0,Average,2.0
2329,466966,Male,Yes,59,Yes,Entertainment,1.0,Average,2.0
2330,466967,Male,Yes,51,Yes,Artist,1.0,Low,1.0
2331,466970,Female,Yes,36,Yes,Homemaker,9.0,Low,2.0
2332,466971,Male,No,71,Yes,Executive,9.0,Low,3.0
2333,466975,Male,Yes,48,Yes,Artist,1.0,Average,2.0
2334,466990,Male,Yes,43,Yes,Entertainment,9.0,Average,2.0
2335,466996,Female,No,36,Yes,Artist,9.0,Low,1.0
2336,466998,Female,Yes,57,No,Artist,,Average,3.0
2337,466999,Male,No,33,Yes,Healthcare,1.0,Low,3.0
2338,467000,Female,No,31,Yes,Artist,1.0,Low,6.0
2339,467008,Male,Yes,57,Yes,Artist,1.0,Average,3.0
2340,467009,Female,No,33,No,Homemaker,2.0,Low,4.0
2341,467022,Male,No,30,Yes,Artist,1.0,Low,5.0
2342,467023,Male,Yes,26,No,Doctor,8.0,Average,2.0
2343,467025,Female,No,29,No,Engineer,1.0,Low,3.0
2344,467044,Female,No,42,Yes,Marketing,0.0,Low,1.0
2345,467046,Female,No,30,No,Doctor,0.0,Low,5.0
2346,467050,Female,No,18,No,Engineer,1.0,Low,5.0
2347,467053,Male,No,18,No,Healthcare,5.0,Low,4.0
2348,467058,Male,Yes,80,No,Executive,0.0,High,2.0
2349,467060,Male,No,35,No,Engineer,7.0,Low,2.0
2350,467063,Male,Yes,45,Yes,Entertainment,1.0,Average,2.0
2351,467073,Male,No,42,Yes,Engineer,8.0,Low,1.0
2352,467078,Female,Yes,26,No,Healthcare,,High,2.0
2353,467079,Male,Yes,38,Yes,Artist,1.0,Low,2.0
2354,467084,Male,Yes,41,Yes,Artist,1.0,Average,7.0
2355,467085,Male,No,45,Yes,Entertainment,1.0,Low,2.0
2356,467088,Male,Yes,57,Yes,Artist,1.0,Low,1.0
2357,467092,Female,No,33,Yes,Healthcare,5.0,Low,4.0
2358,467093,Female,Yes,51,Yes,Artist,8.0,Average,2.0
2359,467098,Male,Yes,85,No,Executive,1.0,Low,2.0
2360,467099,Female,No,30,No,Entertainment,0.0,Low,3.0
2361,467107,Male,Yes,38,Yes,Engineer,1.0,Average,3.0
2362,467111,Male,Yes,66,Yes,Artist,1.0,Low,1.0
2363,467112,Male,No,40,Yes,Artist,0.0,Low,2.0
2364,467113,Male,Yes,83,Yes,Lawyer,,Low,1.0
2365,467114,Male,Yes,61,Yes,Marketing,1.0,Average,3.0
2366,467116,Male,Yes,65,Yes,Executive,1.0,High,2.0
2367,467119,Male,Yes,37,No,Marketing,0.0,High,4.0
2368,467121,Male,Yes,47,Yes,Doctor,0.0,Low,
2369,467125,Male,Yes,51,No,Entertainment,1.0,Average,4.0
2370,467127,Male,Yes,73,No,Lawyer,,Low,1.0
2371,467129,Female,,49,No,Marketing,1.0,Average,3.0
2372,467132,Female,Yes,73,Yes,Engineer,0.0,Low,2.0
2373,467136,Male,Yes,37,No,Entertainment,1.0,Average,4.0
2374,467137,Female,Yes,55,Yes,Engineer,0.0,Low,1.0
2375,467138,Female,No,32,No,Homemaker,12.0,Low,1.0
2376,467139,Female,No,28,Yes,Artist,0.0,Low,3.0
2377,467143,Female,No,50,No,Lawyer,0.0,Low,3.0
2378,467144,Male,Yes,38,Yes,Entertainment,1.0,Low,2.0
2379,467146,Female,No,28,No,Homemaker,8.0,Low,1.0
2380,467147,Male,No,46,Yes,Entertainment,1.0,Low,1.0
2381,467153,Female,Yes,47,Yes,Artist,0.0,Low,
2382,467157,Male,Yes,39,Yes,Executive,8.0,High,6.0
2383,467158,Female,No,26,No,Healthcare,1.0,Low,
2384,467159,Female,Yes,37,Yes,Homemaker,9.0,High,2.0
2385,467160,Male,Yes,43,No,,1.0,Average,2.0
2386,467165,Female,No,27,No,Homemaker,,Low,1.0
2387,467167,Male,Yes,69,Yes,Artist,1.0,Average,
2388,467168,Male,Yes,47,Yes,Artist,9.0,Average,2.0
2389,467172,Male,No,36,,Artist,9.0,Low,2.0
2390,467180,Male,Yes,43,Yes,Healthcare,1.0,Low,3.0
2391,467183,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0
2392,467185,Male,No,29,Yes,Artist,0.0,Low,3.0
2393,467189,Female,Yes,45,Yes,Artist,1.0,High,4.0
2394,467193,Male,Yes,88,Yes,Artist,1.0,Low,2.0
2395,467201,Female,No,33,Yes,Engineer,,Low,5.0
2396,467202,Male,Yes,18,No,Doctor,0.0,Low,4.0
2397,467208,Female,Yes,41,Yes,Homemaker,,High,2.0
2398,467212,Female,No,28,Yes,Doctor,1.0,Low,3.0
2399,467216,Female,No,30,Yes,Entertainment,0.0,Low,1.0
2400,467217,Female,Yes,79,Yes,Lawyer,,High,2.0
2401,467218,Female,No,27,Yes,Artist,8.0,Low,1.0
2402,467223,Female,Yes,53,Yes,Engineer,0.0,Average,4.0
2403,467227,Female,No,43,Yes,Artist,14.0,Low,1.0
2404,467230,Male,No,19,No,Healthcare,1.0,Low,4.0
2405,467232,Male,No,26,No,Entertainment,1.0,Low,2.0
2406,467233,Female,No,67,No,Artist,1.0,Low,2.0
2407,467235,Female,No,32,Yes,Artist,1.0,Low,2.0
2408,467238,Female,No,26,No,Doctor,7.0,Low,4.0
2409,467239,Female,No,29,No,Engineer,0.0,Low,3.0
2410,467241,Female,No,33,Yes,Artist,9.0,Low,1.0
2411,467242,Male,No,22,No,Doctor,0.0,Low,3.0
2412,467247,Female,No,27,No,Engineer,0.0,Low,2.0
2413,467256,Male,No,30,No,Healthcare,1.0,Low,4.0
2414,467260,Male,No,25,No,Doctor,8.0,Low,4.0
2415,467263,Female,No,32,No,Marketing,,Low,1.0
2416,467268,Male,Yes,85,Yes,Lawyer,,Low,1.0
2417,467275,Male,No,29,Yes,Healthcare,,Low,
2418,467281,Male,Yes,56,Yes,Lawyer,0.0,Low,4.0
2419,467283,Male,Yes,52,Yes,Artist,0.0,Average,3.0
2420,467288,Female,No,25,No,Healthcare,,Low,5.0
2421,467296,Female,Yes,65,Yes,Artist,,Average,2.0
2422,467300,Female,Yes,49,Yes,Artist,1.0,Low,1.0
2423,467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0
2424,467303,Male,Yes,36,Yes,Doctor,2.0,Average,2.0
2425,467309,Female,No,36,Yes,Engineer,4.0,Low,1.0
2426,467311,Male,Yes,71,Yes,Lawyer,1.0,High,3.0
2427,467312,Female,Yes,55,Yes,Artist,0.0,Low,2.0
2428,467313,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0
2429,467314,Male,Yes,41,No,Artist,0.0,Average,2.0
2430,467317,Male,No,42,Yes,Artist,1.0,Low,1.0
2431,467318,Male,Yes,35,Yes,Doctor,,Low,2.0
2432,467322,Female,Yes,48,Yes,Artist,1.0,Average,2.0
2433,467325,Female,Yes,73,Yes,Lawyer,1.0,High,2.0
2434,467329,Female,No,40,Yes,Doctor,1.0,Low,1.0
2435,467338,Female,No,29,Yes,Healthcare,3.0,Low,6.0
2436,467339,Male,,62,Yes,Artist,1.0,Average,3.0
2437,467344,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0
2438,467345,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0
2439,467346,Male,Yes,38,Yes,Artist,0.0,Average,3.0
2440,467352,Male,Yes,45,Yes,Executive,0.0,High,4.0
2441,467355,Male,No,26,No,Healthcare,0.0,Low,4.0
2442,467357,Male,Yes,55,Yes,,1.0,Low,2.0
2443,467358,Female,Yes,52,Yes,Artist,1.0,Average,5.0
2444,467359,Male,Yes,43,Yes,Artist,5.0,Average,2.0
2445,467365,Male,No,35,Yes,Artist,1.0,Low,1.0
2446,467367,Male,Yes,73,Yes,Lawyer,1.0,Low,2.0
2447,467369,Male,No,41,Yes,Artist,4.0,Low,3.0
2448,467373,Male,No,27,Yes,Healthcare,,Low,1.0
2449,467375,Male,Yes,35,Yes,Entertainment,6.0,Low,3.0
2450,467378,Female,Yes,63,Yes,Artist,0.0,Average,2.0
2451,467384,Male,No,41,Yes,,,Low,1.0
2452,467385,Male,No,53,No,Artist,1.0,Low,
2453,467389,Male,No,42,No,Engineer,0.0,Low,
2454,467393,Female,Yes,46,Yes,Artist,0.0,Average,4.0
2455,467398,Male,Yes,38,No,Entertainment,0.0,Low,2.0
2456,467399,Male,Yes,25,Yes,Doctor,1.0,Low,3.0
2457,467403,Female,Yes,40,Yes,Artist,7.0,Average,3.0
2458,467410,Female,Yes,55,Yes,Lawyer,1.0,Low,2.0
2459,467415,Female,No,29,Yes,Healthcare,0.0,Low,1.0
2460,467419,Female,Yes,39,Yes,Artist,2.0,Low,1.0
2461,467421,Male,Yes,50,No,Doctor,1.0,Average,3.0
2462,467422,Female,Yes,61,Yes,Artist,1.0,Average,2.0
2463,467423,Male,Yes,56,Yes,Artist,0.0,Low,1.0
2464,467434,Male,No,40,Yes,Entertainment,1.0,Low,3.0
2465,467437,Female,Yes,86,Yes,Lawyer,0.0,High,2.0
2466,467438,Male,No,27,No,Entertainment,5.0,Low,3.0
2467,467441,Male,No,35,Yes,Artist,,Low,1.0
2468,467442,Male,Yes,56,Yes,Artist,,Average,2.0
2469,467444,Female,Yes,36,Yes,Artist,,Low,2.0
2470,467445,Male,Yes,32,No,Doctor,9.0,Low,2.0
2471,467449,Female,Yes,85,Yes,Lawyer,1.0,Low,2.0
2472,467451,Female,Yes,51,Yes,Artist,0.0,Low,1.0
2473,467455,Female,No,41,Yes,Artist,8.0,Low,2.0
2474,467456,Male,Yes,42,No,Executive,5.0,High,4.0
2475,467457,Female,No,30,Yes,Marketing,0.0,Low,6.0
2476,467459,Male,Yes,42,Yes,Executive,,High,5.0
2477,467463,Female,Yes,42,Yes,Artist,9.0,Average,3.0
2478,467468,Female,No,25,No,Healthcare,,Low,5.0
2479,467472,Male,Yes,60,Yes,Executive,4.0,High,4.0
2480,467474,Male,No,18,No,Healthcare,2.0,Low,5.0
2481,467479,Male,Yes,36,Yes,Executive,0.0,Average,4.0
2482,467481,Male,Yes,49,Yes,Artist,0.0,Average,2.0
2483,467482,Male,Yes,42,Yes,Executive,1.0,High,3.0
2484,467487,Male,Yes,42,No,Artist,1.0,Average,5.0
2485,467488,Female,Yes,39,Yes,Entertainment,,Average,2.0
2486,467492,Female,Yes,62,Yes,Doctor,1.0,Low,2.0
2487,467493,Male,Yes,47,Yes,Executive,0.0,High,4.0
2488,467499,Male,Yes,39,Yes,Artist,,Low,3.0
2489,467500,Female,Yes,25,Yes,Artist,3.0,High,2.0
2490,467503,Female,No,27,Yes,Artist,1.0,Low,4.0
2491,467504,Female,,31,No,Doctor,0.0,Low,4.0
2492,467505,Male,Yes,36,Yes,Artist,0.0,Low,4.0
2493,467510,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0
2494,467511,Male,Yes,63,Yes,Entertainment,,Low,1.0
2495,467514,Male,No,40,Yes,Artist,,Low,4.0
2496,467518,Male,No,22,No,Doctor,1.0,Low,
2497,467532,Male,Yes,52,Yes,Artist,9.0,Low,1.0
2498,467533,Male,Yes,89,Yes,Lawyer,4.0,Low,1.0
2499,467537,Female,Yes,65,No,Lawyer,,High,3.0
2500,467539,Male,Yes,48,Yes,Artist,,Average,4.0
2501,467540,Male,Yes,48,Yes,Healthcare,1.0,Average,4.0
2502,467542,Male,No,31,Yes,Healthcare,8.0,Low,1.0
2503,467557,Female,Yes,62,Yes,Artist,,Average,2.0
2504,467559,Male,Yes,58,Yes,Executive,0.0,Average,4.0
2505,467565,Male,Yes,60,Yes,Artist,0.0,Low,3.0
2506,467569,Male,No,19,No,Healthcare,,Low,4.0
2507,467570,Male,No,18,No,Healthcare,14.0,Low,
2508,467576,Male,Yes,48,Yes,Doctor,1.0,Average,3.0
2509,467579,Male,No,35,Yes,Doctor,5.0,Low,1.0
2510,467580,Male,No,27,Yes,Doctor,,Low,3.0
2511,467588,Male,Yes,60,Yes,Artist,0.0,Average,4.0
2512,467589,Male,No,32,No,Entertainment,0.0,Low,1.0
2513,467592,Male,Yes,40,Yes,Entertainment,7.0,Low,2.0
2514,467595,Female,No,25,Yes,Healthcare,0.0,Low,1.0
2515,467596,Male,Yes,42,No,Artist,1.0,Low,5.0
2516,467604,Male,No,26,No,Healthcare,8.0,Low,8.0
2517,467608,Male,No,27,Yes,Engineer,6.0,Low,1.0
2518,467609,Male,No,42,No,Artist,2.0,Low,4.0
2519,467610,Female,Yes,77,Yes,Lawyer,4.0,Low,1.0
2520,467612,Male,Yes,70,Yes,Executive,0.0,Low,
2521,467614,Male,Yes,36,No,Artist,4.0,Average,2.0
2522,467620,Male,Yes,57,Yes,Lawyer,6.0,Low,3.0
2523,467621,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0
2524,467623,Male,Yes,77,Yes,,0.0,High,2.0
2525,467629,Male,Yes,52,Yes,Artist,1.0,Low,1.0
2526,467635,Female,No,35,Yes,Artist,9.0,Low,1.0
2527,467641,Male,Yes,43,Yes,Doctor,9.0,Average,2.0
2528,467643,Male,No,43,Yes,Artist,14.0,Low,1.0
2529,467654,Female,Yes,62,Yes,Artist,,High,4.0
2530,467657,Male,No,21,No,Healthcare,0.0,Low,4.0
2531,467658,Male,No,23,No,Healthcare,0.0,Low,4.0
2532,467659,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0
2533,467664,Male,Yes,35,Yes,Executive,4.0,High,4.0
2534,467666,Male,Yes,48,Yes,Executive,4.0,High,3.0
2535,467667,Male,Yes,33,No,Doctor,9.0,Low,2.0
2536,467669,Male,Yes,82,No,Lawyer,1.0,High,2.0
2537,467673,Male,Yes,45,No,Executive,1.0,High,4.0
2538,467678,Male,No,56,No,Marketing,1.0,Low,2.0
2539,467679,Female,Yes,49,Yes,Artist,,Average,4.0
2540,467683,Male,Yes,30,Yes,Healthcare,8.0,High,3.0
2541,467684,Male,No,37,Yes,Healthcare,8.0,Low,3.0
2542,467685,Male,Yes,51,No,Marketing,0.0,High,6.0
2543,467693,Male,Yes,59,Yes,Entertainment,5.0,High,5.0
2544,467694,Male,Yes,56,Yes,Executive,0.0,High,2.0
2545,467699,Female,Yes,29,Yes,Doctor,0.0,Average,2.0
2546,467705,Male,Yes,31,Yes,Artist,,Low,2.0
2547,467706,Female,Yes,35,Yes,Artist,,Average,4.0
2548,467707,Male,Yes,89,Yes,Lawyer,7.0,High,2.0
2549,467710,Female,No,38,Yes,Artist,9.0,Low,4.0
2550,467715,Male,Yes,45,Yes,Executive,4.0,High,3.0
2551,467721,Male,No,37,Yes,Entertainment,0.0,Low,1.0
2552,467723,Male,Yes,74,No,Executive,1.0,Low,7.0
2553,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0
2554,467727,Male,Yes,53,Yes,Artist,7.0,High,4.0
2555,467728,Female,Yes,43,No,Engineer,0.0,High,5.0
2556,467729,Male,Yes,62,Yes,Entertainment,2.0,Average,6.0
2557,467733,Male,Yes,56,No,Executive,8.0,High,3.0
2558,467734,Male,Yes,88,Yes,Lawyer,3.0,High,2.0
2559,467735,Male,No,28,Yes,Doctor,0.0,Low,2.0
2560,467737,Female,Yes,51,Yes,Entertainment,5.0,Average,2.0
2561,467739,Female,Yes,60,No,Artist,0.0,Average,4.0
2562,467740,Male,No,19,No,Healthcare,0.0,Low,3.0
2563,467741,Male,No,23,No,Healthcare,1.0,Low,3.0
2564,467749,Male,No,20,No,Healthcare,0.0,Low,9.0
2565,467763,Female,No,50,Yes,Artist,1.0,Low,1.0
2566,467767,Female,No,21,No,Marketing,4.0,Low,4.0
2567,467768,Male,Yes,62,Yes,Doctor,0.0,Average,2.0
2568,467769,Female,No,36,Yes,Doctor,1.0,Low,1.0
2569,467772,Female,No,31,No,Marketing,0.0,Low,2.0
2570,467779,Male,Yes,52,Yes,Doctor,4.0,Average,3.0
2571,467789,Male,No,20,No,Healthcare,1.0,Low,5.0
2572,467798,Female,No,23,No,,,Low,2.0
2573,467802,Female,Yes,48,Yes,Artist,1.0,High,5.0
2574,467803,Female,Yes,40,Yes,Entertainment,6.0,Average,2.0
2575,467806,Male,Yes,55,Yes,Artist,1.0,High,2.0
2576,467808,Female,Yes,62,Yes,Artist,1.0,Average,2.0
2577,467812,Male,No,48,Yes,Artist,0.0,Low,1.0
2578,467813,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0
2579,467815,Female,Yes,73,Yes,Artist,0.0,Low,2.0
2580,467825,Female,No,23,No,Marketing,0.0,Low,8.0
2581,467828,Female,Yes,25,Yes,Artist,0.0,Average,2.0
2582,467838,Male,Yes,60,Yes,Artist,0.0,Average,2.0
2583,467848,Male,No,37,Yes,Artist,14.0,Low,1.0
2584,467849,Female,Yes,39,Yes,Doctor,0.0,Low,1.0
2585,467852,Female,No,39,Yes,Artist,12.0,Low,1.0
